user_input,retrieved_contexts,response,reference,answer_correctness,answer_relevancy,question_id,_pred_letter,_gold_letter,_is_correct,_has_context
"A 57-year-old man is brought to the emergency department for crushing substernal chest pain at rest for the past 2 hours. The pain began gradually while he was having an argument with his wife and is now severe. He does not take any medications. He has smoked 1 pack of cigarettes daily for 35 years. He is diaphoretic. His temperature is 37.1°C (98.8°F), pulse is 110/min, respirations are 21/min, and blood pressure is 115/65 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 97%. Cardiac examination shows an S4 gallop. The lungs are clear to auscultation. An ECG is shown. Which of the following is the most likely underlying cause of this patient's condition?",[''],Occlusion of the left anterior descending artery,Occlusion of the left anterior descending artery,1.0,0.6277233770894516,golden_065,A,A,True,False
"A 29-year-old nulligravid woman comes to the physician because of a 10-day history of small quantities of intermittent, blood-tinged discharge from her left nipple. There is no personal or family history of serious illness. She has smoked 1 pack of cigarettes daily for 5 years. Her last menstrual period was 12 days ago. She is sexually active and uses condoms inconsistently. Physical examination shows scant serosanguinous fluid expressible from the left nipple. There is no palpable breast mass or axillary lymphadenopathy. Examination shows no other abnormalities. Which of the following is the most appropriate next step in management?",[''],Subareolar ultrasound,Subareolar ultrasound,,0.6142972990760729,golden_066,A,A,True,False
A 21-year-old woman comes to the physician because of a 4-day history of abdominal cramps and bloody diarrhea 5 times per day. Her symptoms began after she ate an egg sandwich from a restaurant. Her vital signs are within normal limits. Physical examination shows diffuse abdominal tenderness. Stool culture shows gram-negative rods that produce hydrogen sulfide and do not ferment lactose. Which of the following effects is most likely to occur if she receives antibiotic therapy?,[''],Prolonged fecal excretion of the pathogen,Prolonged fecal excretion of the pathogen,,,golden_067,D,D,True,False
"A 67-year-old African American woman visits the clinic with a complaint of progressive fatigue. These symptoms started gradually and slowly became worse over the past 4 months. She is short of breath after walking a few blocks and has difficulty climbing stairs. She denies having chest pain, leg swelling, or a cough. Her past medical history is significant for osteoporosis and gastroesophageal reflux disease. She takes omeprazole as needed and daily baby aspirin. She is a retired accountant and is a lifetime nonsmoker but she drinks a small glass of red wine every night before bed. Her diet is varied. Today, her blood pressure is 128/72 mm Hg, heart rate is 105/min, respiratory rate is 22/min, temperature 37.0°C (98.6°F) and oxygen saturation is 94% on room air. On physical examination, she has marked conjunctival pallor. Cardiac auscultation reveals a rapid heartbeat with a regular rhythm and a 2/6 systolic murmur over the right upper sternal border. Lungs are clear to auscultation bilaterally and abdominal examination was within normal limits. Peripheral blood smear shows microcytic, hypochromic red blood cells. The following laboratory values are obtained:
Hematocrit 29%
Hemoglobin 9.8 mg/dL
Mean red blood cell volume 78 fL
Platelets 240,000/mm3
Which of the following will most likely be present in this patient?",[''],A decrease in her reticulocyte count,A decrease in her reticulocyte count,,,golden_068,A,A,True,False
"A 26-year-old man presents with a 6-month history of headaches. Over the past 6 months, he has developed headaches that are 4/10 in intensity and occur every other day for 1–2 hours. The headaches are bilateral and feel like a ‘band is squeezing his head’. He denies photophobia, phonophobia, nausea, and vomiting. He has had no visual loss or photopsia. No significant past medical history. He is an avid weightlifter and works at a moving company, where he is constantly lifting heavy items. Additionally, he recently got his 21-year-old girlfriend and his other 23-year-old girlfriend pregnant, which he says is causing a lot of stress. Physical examination is unremarkable. Which of the following is the next best step in the management of this patient? ",[''],Ibuprofen,Ibuprofen,,,golden_069,D,D,True,False
A 38-year-old woman presents to the physician’s clinic with a 6-month history of generalized weakness that usually worsens as the day progresses. She also complains of the drooping of her eyelids and double vision that is worse in the evening. Physical examination reveals bilateral ptosis after a sustained upward gaze and loss of eye convergence which improves upon placing ice packs over the eyes and after the administration of edrophonium. Which of the following is an intrinsic property of the muscle group affected in this patient?,[''],High ATPase activity,High ATPase activity,,,golden_070,D,D,True,False
"A 54-year-old African American male presents to the emergency department with 1 day history of severe headaches. He has a history of poorly controlled hypertension and notes he hasn't been taking his antihypertensive medications. His temperature is 100.1 deg F (37.8 deg C), blood pressure is 190/90 mmHg, pulse is 60/min, and respirations are 15/min. He is started on a high concentration sodium nitroprusside infusion and transferred to the intensive care unit. His blood pressure eventually improves over the next two days and his headache resolves, but he becomes confused and tachycardic. Labs reveal a metabolic acidosis. Which of the following is the best treatment?",[''],Ethanol,Sodium nitrite,,0.39892890168829903,golden_071,D,B,False,False
"A 19-year-old college student presents to student health with 1 day of fever and chills. He says that he has also been coughing for 2 days. His roommate was sick 3 days ago with similar symptoms and was diagnosed with Mycoplasma infection. He has otherwise been healthy and has had all the required vaccines as scheduled. He is currently taking introductory biology as part of his premedical studies and recently learned about antibodies. He therefore asks his physician about what his body is doing to fight off the infection. At this stage of his infection, which of the following forms are the antibodies circulating in his serum?",[''],Pentamers,Pentamers,,,golden_072,B,B,True,False
"A 61-year-old woman presents to the emergency room with left leg pain and swelling. She recently returned to the United States from a trip to India. Her past medical history is notable for osteoarthritis in both hips, lumbar spinal stenosis, and hypertension. She takes lisinopril. Her temperature is 99°F (37.2°C), blood pressure is 140/85 mmHg, pulse is 110/min, and respirations are 24/min. On examination, her left calf is larger than her right calf. A lower extremity ultrasound demonstrates a deep venous thrombosis in the left femoral vein. Results from a complete blood count are within normal limits. She is discharged on low-molecular weight heparin. Seven days later, she presents to the emergency room with a dark erythematous skin lesion on her left thigh and worsening left leg swelling. A lower extremity ultrasound demonstrates a persistent deep venous thrombosis in the left femoral vein as well as a new deep venous thrombosis in the left popliteal vein. Results of a complete blood count are shown below:

Hemoglobin: 13.1 g/dL
Hematocrit: 38%
Leukocyte count: 9,600/mm^3 with normal differential
Platelet count: 74,000/mm^3

A medication with which of the following mechanisms of action is most appropriate to initiate in this patient after stopping the heparin drip?",[''],Direct thrombin inhibitor,Direct thrombin inhibitor,,,golden_074,C,C,True,False
"A 35-year-old man is brought into the emergency department by emergency medical services with his right hand wrapped in bloody bandages. The patient states that he is a carpenter and was cutting some wood for a home renovation project when he looked away and injured one of his digits with a circular table saw. He states that his index finger was sliced off and is being brought in by his wife. On exam, his vitals are within normal limits and stable, and he is missing part of his second digit on his right hand distal to the proximal interphalangeal joint. How should the digit be transported to the hospital for the best outcome?",[''],In a sterile plastic bag wrapped in saline moistened gauze on ice,In a sterile plastic bag wrapped in saline moistened gauze on ice,,0.6582376450709138,golden_075,D,D,True,False
"A 5-year-old girl is brought to the emergency department by her mother because of multiple episodes of nausea and vomiting that last about 2 hours. During this period, she has had 6–8 episodes of bilious vomiting and abdominal pain. The vomiting was preceded by fatigue. The girl feels well between these episodes. She has missed several days of school and has been hospitalized 2 times during the past 6 months for dehydration due to similar episodes of vomiting and nausea. The patient has lived with her mother since her parents divorced 8 months ago. Her immunizations are up-to-date. She is at the 60th percentile for height and 30th percentile for weight. She appears emaciated. Her temperature is 36.8°C (98.8°F), pulse is 99/min, and blood pressure is 82/52 mm Hg. Examination shows dry mucous membranes. The lungs are clear to auscultation. Abdominal examination shows a soft abdomen with mild diffuse tenderness with no guarding or rebound. The remainder of the physical examination shows no abnormalities. Which of the following is the most likely diagnosis?",[''],Cyclic vomiting syndrome,Cyclic vomiting syndrome,,,golden_076,A,A,True,False
"A 65-year-old male with a history of coronary artery disease and myocardial infarction status post coronary artery bypass graft (CABG) surgery presents to his cardiologist for a routine appointment. On physical exam, the cardiologist appreciates a holosystolic, high-pitched blowing murmur heard loudest at the apex and radiating towards the axilla. Which of the following is the best predictor of the severity of this patient's murmur?",[''],Presence of audible S3,Presence of audible S3,,,golden_077,B,B,True,False
"A 71-year-old man is brought to the emergency department because of severe, progressive left leg pain and tingling for 8 hours. The symptoms began while he was watching television. For several months, the patient has noticed calf cramping when going for long walks, as well as occasional foot tingling and numbness, but did not seek medical attention. He has no history of recent injuries. He has poorly-controlled hypertension, hyperlipidemia, type 2 diabetes mellitus, and osteoarthritis. He smoked one pack of cigarettes daily for 35 years but quit 15 years ago. He drinks three beers every night. Current medications include lisinopril, metoprolol succinate, atorvastatin, metformin, and ibuprofen. He appears to be in severe pain and is clutching his left leg. His temperature is 37.4°C (99.3°F), pulse is 110/min, respirations are 18/min, and blood pressure is 163/94 mm Hg. The lungs are clear to auscultation. There is a harsh II/VI systolic ejection murmur best heard at the right upper sternal border. The abdomen is soft and nontender. The left leg is cool to the touch with decreased popliteal, posterior tibial, and dorsalis pedis pulses. There is 5/5 strength on left hip, knee, and ankle testing. The left hip, knee, and ankle show no gross effusion, erythema, or tenderness to palpation. The remainder of the examination shows no abnormalities. Which of the following is most likely to confirm the diagnosis?",[''],Digital subtraction angiography,Digital subtraction angiography,,,golden_078,B,B,True,False
"A 43-year-old man presents to the office with complaints of mild abdominal pain, yellowish discoloration of eyes, and itching all over his body for a year. He recently lost 2.4 kg (5.3 lb) over a period of 1 month. He says that his urine is dark and stool appears clay-colored. He denies any history of hematemesis, melena, or fever, but mentions about his travel to Europe 6 months ago. The past history includes a coronary angiography for anginal chest pain 2 years ago, which showed 75% blockage in the left anterior descending (LAD) artery. He takes medications on a daily basis, but is unable to remember the names. On physical examination, there is a palpable, non-tender mass in the right upper abdomen. 
The lab results are as follows:
Alkaline phosphatase 387 IU/L
Total bilirubin 18 mg/dL
Aspartate transaminase 191 IU/L
Alanine transaminase 184 IU/L
CA 19-9 positive
The serology is negative for hepatotropic viruses. The abdominal CT scan with contrast shows multifocal short segmental stricture of the bile duct outside the liver and mild dilation along with hypertrophy of the caudate lobe and atrophy of the left lateral and right posterior segments. The biopsy of the bile duct reveals periductal fibrosis with atypical bile duct cells in a desmoplastic stroma. Which of the following predisposing factors is responsible for this patient’s condition?",[''],Idiopathic inflammatory scarring of the bile duct,Idiopathic inflammatory scarring of the bile duct,0.625,,golden_079,B,B,True,False
"A 62-year-old man comes to the physician because of a skin lesion on his nose. The patient has had the lesion for 11 months and it has increased in size over the past few months. He is a farmer and lives together with his wife. His mother died of metastatic melanoma at the age of 67 years. The patient has smoked a pack of cigarettes daily for the past 30 years and drinks 1–2 glasses of whiskey on weekends. His temperature is 36.8°C (98.2°F), pulse is 75/min, and blood pressure is 140/78 mm Hg. Examination of the skin shows a nontender lesion at the right root of the nose. An image of the lesion is shown. Which of the following is the most likely diagnosis in this patient?",[''],Basal cell carcinoma,Basal cell carcinoma,1.0,,golden_081,C,C,True,False
"A research group designs a study to investigate the epidemiology of syphilis in the United States. After a review of medical records, the investigators identify patients who are active cocaine users but did not have a history of syphilis as of one year ago. Another group of similar patients with no history of cocaine use or syphilis infection is also identified. The investigators examine the medical charts to determine whether the group of patients who are actively using cocaine was more likely to have developed syphilis over a 6-month period. The investigators ultimately found that the rate of syphilis was 30% higher in patients with active cocaine use compared to patients without cocaine use. This study is best described as which of the following?",[''],Retrospective cohort study,Retrospective cohort study,,0.6007131328332238,golden_082,C,C,True,False
"An investigator is studying neuronal regeneration. For microscopic visualization of the neuron, an aniline stain is applied. After staining, only the soma and dendrites of the neurons are visualized, not the axon. Presence of which of the following cellular elements best explains this staining pattern?",[''],Rough endoplasmic reticulum,Rough endoplasmic reticulum,,,golden_083,D,D,True,False
A 4-week-old newborn is brought to the physician for a well-child examination. He was born at 40 weeks' gestation and weighed 3300 g (7 lb 4 oz). He now weighs 4300 g (9 lbs 1 oz). There is no family history of serious illness. He is at the 50th percentile for height and 50th percentile for weight. Vital signs are within normal limits. Examination shows a grade 3/6 harsh holosystolic murmur at the left lower sternal border and a soft mid-diastolic murmur over the cardiac apex. The lungs are clear to auscultation. The remainder of the examination shows no abnormalities. Which of the following is the most likely explanation for this patient's physical findings?,[''],Left-to-right shunt through the ventricular septum,Left-to-right shunt through the ventricular septum,1.0,0.5799915262538811,golden_084,C,C,True,False
"A 25-year-old man is admitted to the emergency department because of an episode of acute psychosis with suicidal ideation. He has no history of serious illness and currently takes no medications. Despite appropriate safety precautions, he manages to leave the examination room unattended. Shortly afterward, he is found lying outside the emergency department. A visitor reports that she saw the patient climbing up the facade of the hospital building. He does not respond to questions but points to his head when asked about pain. His pulse is 131/min, respirations are 22/min, and blood pressure is 95/61 mm Hg. Physical examination shows a 1-cm head laceration and an open fracture of the right tibia. He opens his eyes spontaneously. Pupils are equal, round, and reactive to light. Breath sounds are decreased over the right lung field, and the upper right hemithorax is hyperresonant to percussion. Which of the following is the most appropriate next step in management?",[''],Perform a needle thoracostomy,Apply a cervical collar,,0.6486320210917464,golden_085,A,C,False,False
"One week after being involved in a bicycling accident, a 32-year-old woman comes to the physician because of intermittent double vision. She reports worsening of symptoms when she tries to type on her computer or while buttoning her shirts. Physical examination shows a slight right-sided head tilt. Her left eye is deviated laterally and upwards, which becomes even more prominent when she attempts left eye adduction. This patient's symptoms are most likely due to impaired innervation to which of the following muscles?",[''],Superior oblique,Superior oblique,,0.6861274049308226,golden_086,A,A,True,False
A group of scientists is verifying previous research on DNA replication. The diagram below illustrates the theoretical DNA replication process in bacteria such as E. coli. Which of the following enzymes would need to be decreased to prevent the removal of RNA primers formed in the lagging strand?,[''],DNA polymerase I 5’ to 3’ exonuclease activity,DNA polymerase I 5’ to 3’ exonuclease activity,,0.8161522388170575,golden_087,C,C,True,False
"A 5-year-old girl is brought to the clinic by her mother for excessive hair growth. Her mother reports that for the past 2 months she has noticed hair at the axillary and pubic areas. She denies any family history of precocious puberty and reports that her daughter has been relatively healthy with an uncomplicated birth history. She denies any recent illnesses, weight change, fever, vaginal bleeding, pain, or medication use. Physical examination demonstrates Tanner stage 4 development. A pelvic ultrasound shows an ovarian mass. Laboratory studies demonstrates an elevated level of estrogen. What is the most likely diagnosis?",[''],Granulosa cell tumor,Granulosa cell tumor,1.0,0.7366826865333517,golden_088,A,A,True,False
"A 46-year-old man presents to his physician because of persistent pelvic and scrotal pain for the past month. He also has had occasional fevers, chills, dysuria, and increased urinary frequency over the last few months. He was prescribed trimethoprim and sulfamethoxazole for the urinary symptoms, but he is still having symptoms currently. He is sexually active with multiple male and female partners and uses condoms inconsistently. The patient has hypertension and takes lisinopril.  He also takes PrEP (Truvada, which contains tenofovir and emtricitabine). On physical exam, his temperature is 36.7℃ (98.1℉), the blood pressure is 115/70 mm Hg, the pulse is 74/min, and the respirations are 14/min. A digital rectal exam reveals a mildly tender and mildly enlarged prostate. Urine specimens are sent for culture and sensitivity testing. A urine sample taken after prostate massage shows a 10-fold increase in bacteria counts. The test results for antimicrobial sensitivity include ampicillin, cefepime, gentamicin, levofloxacin, and meropenem. The patient is prescribed tamsulosin. Which of the following is the most appropriate antibiotic to pair with the tamsulosin?",[''],Levofloxacin,Levofloxacin,,0.6006875626161722,golden_089,C,C,True,False
"A 22-year-old woman presents to an outpatient clinic complaining of an increasing vaginal discharge over the last week. The discharge is foul-smelling. The menstrual cycles are regular and last 4–5 days. The patient denies postcoital or intermenstrual bleeding. The last menstrual period was 2 weeks ago. She mentions that she has been sexually active with 2 new partners for the past 2 months, but they use condoms inconsistently. The patient has no chronic conditions, no previous surgeries, and does not take any medications. She is afebrile. The blood pressure is 125/82 mm Hg, the pulse is 102/min, and the respiratory rate is 19/min. The physical examination reveals a thin, yellow-green discharge accompanied by a pink and edematous vagina and a red-tan cervix. Which of the following is the most likely diagnosis?",[''],Trichomonas vaginalis infection,Trichomonas vaginalis infection,,0.5712822083865038,golden_090,D,D,True,False
"A 41-year-old woman with subclinical hypothyroidism comes to the physician because of a 6-month history of progressively worsening headaches and irregular menses. Her menses had previously occurred at regular 30-day intervals with moderate flow, but her last menstrual period was 12 weeks ago. She also reports that her interest in sexual intercourse has recently decreased. Her serum prolactin level is elevated. Which of the following is the most appropriate pharmacotherapy for this patient?",[''],Bromocriptine,Bromocriptine,,,golden_092,A,A,True,False
A 12-year-old boy is brought to his pediatrician with a high fever. He was feeling fatigued yesterday and then developed a high fever overnight that was accompanied by chills and malaise. This morning he also started complaining of headaches and myalgias. He has otherwise been healthy and does not take any medications. He says that his friends came down with the same symptoms last week. He is given oseltamivir and given instructions to rest and stay hydrated. He is also told that this year the disease is particularly infectious and is currently causing a global pandemic. He asks the physician why the same virus can infect people who have already had the disease and is told about a particular property of this virus. Which of the following properties is required for the viral genetic change that permits global pandemics of this virus?,[''],Segmented genomic material,Segmented genomic material,,,golden_093,D,D,True,False
"A 1-year-old boy presents to the physician with a fever and a persistent cough for the past 5 days. His parents noted that since birth, he has had a history of recurrent skin infections, ear infections, and episodes of pneumonia with organisms including Staphylococcus aureus, Pseudomonas, and Candida. Physical exam is notable for prominent facial scars in the periorbital and nasal regions, which his parents explain are a result of healed abscesses from previous skin infections. A sputum sample is obtained from the patient and the culture grows Aspergillus. Which of the following diagnostic test findings would confirm the patient’s underlying genetic disease?",[''],Dihydrorhodamine test,Dihydrorhodamine test,0.8928571428571428,,golden_095,B,B,True,False
"A 24-year-old graduate student is brought to the emergency department by her boyfriend because of chest pain that started 90 minutes ago. Her boyfriend says she has been taking medication to help her study for an important exam and has not slept in several days. On examination, she is diaphoretic, agitated, and attempts to remove her IV lines and ECG leads. Her temperature is 37.6°C (99.7°F), pulse is 128/min, and blood pressure is 163/97 mmHg. Her pupils are dilated. The most appropriate next step in management is the administration of which of the following?",[''],Lorazepam,Lorazepam,0.8750000000000001,,golden_096,D,D,True,False
"A 14-month-old African American boy is brought to the emergency department because of fever, lethargy, and lack of appetite for 6 days. The patient’s mother says he fell off the changing table 10 days ago and landed on his left side, which she says has been tender since then. His vital signs include: temperature 38.0°C (100.4°F), blood pressure 85/41 mm Hg, pulse 132/min. Physical examination reveals conjunctival pallor and reduced range of motion at the left hip. C-reactive protein (CRP) is raised. A magnetic resonance imaging (MRI) scan shows signs of infection in the medullary canal of the left femoral bone and surrounding soft tissues. Blood cultures are positive for Salmonella. Which of the following would most likely confirm the underlying diagnosis in this patient?",[''],Hemoglobin electrophoresis,Hemoglobin electrophoresis,,,golden_100,B,B,True,False
"A 66-year-old homeless HIV-positive male presents with numbness in his hands and feet. The patient says that his symptoms started gradually a couple weeks ago and have slowly worsened. He describes numbness initially in just his fingertips and toes but it has now spread to involve his entire hands and feet. Past medical history is significant for HIV diagnosed many years ago, for which the patient has never sought treatment. The patient also has a long history of various illnesses, especially chronic diarrhea, but he is unable to remember any details. He currently takes no medications. The patient has been homeless for years, and he denies any alcohol or drug use. Review of systems is significant for a sore tongue. His temperature is 37°C (98.6°F), blood pressure is 100/65 mm Hg, pulse is 102/min, respiratory rate is 25/min, and oxygen saturation is 97% on room air. On physical exam, the patient is alert and oriented, his body habitus is cachectic, and his BMI is 17 kg/m2. His tongue appears erythematous and smooth with loss of papillae, but no lesions or evidence of infection is noted. Cardiac exam is normal apart from tachycardia. Lungs are clear to auscultation. His abdomen is soft and nontender with no hepatosplenomegaly. There is decreased 2-point discrimination in the hands and feet bilaterally. Strength in the hands and feet is 4/5 bilaterally. Reflexes are absent in the ankles. Gait is slightly wide-based and ataxic, and there is a positive Romberg sign. Which of the following is the most likely cause of this patient’s symptoms?",[''],Elevated levels of methylmalonic acid (MMA),Elevated levels of methylmalonic acid (MMA),,,golden_102,A,A,True,False
"A 23-year-old male presents to the emergency department after he was found naked wandering his neighborhood. The patient is disheveled and has not bathed in months. The patient has a past medical history of alcohol abuse and schizophrenia that is well controlled with haloperidol. The patient is started on haloperidol and most of his symptoms improve dramatically; however, he continues to refuse to eat food from the hospital as he believes it to be contaminated. The patient stays on the inpatient psychiatric unit and lab values are drawn and return as follows:

Serum:
Na+: 135 mEq/L
K+: 3.0 mEq/L
Cl-: 92 mEq/L
HCO3-: 22 mEq/L
BUN: 7 mg/dL
Ca2+: 8.4 mg/dL
Creatinine: 0.6 mg/dL
Glucose: 70 mg/dL

That patient is started on an intravenous solution containing potassium chloride and is closely monitored. His oral intake also seems to be improving. Lab values are ordered again the following day and return as follows:

Serum:
Na+: 137 mEq/L
K+: 2.9 mEq/L
Cl-: 95 mEq/L
HCO3-: 22 mEq/L
BUN: 8 mg/dL
Ca2+: 9.0 mg/dL
Creatinine: 1.0 mg/dL
Glucose: 77 mg/dL

The patient is continued on IV fluids and his clinical symptoms seem to further improve. Repeat labs the following three days remains largely unchanged. The patient's symptoms improve and he is determined to be at his baseline in terms of functioning. Which of the following is the best next step in management?",[''],IV fluids containing magnesium,IV fluids containing magnesium,0.9166666666666667,0.6043765143805234,golden_103,C,C,True,False
"A 48-year-old man presents to a physician with complaints of paresthesia of the lower extremities, which he has had for the last 3 months. He has been frequently fatigued for the past 5 months and also experienced an increased frequency of urination over the last few months. There is no history of a known medical condition or of substance abuse. His physical examination does not reveal any specific abnormality, except that he is obese: his body mass index is 34.6 kg/m2. The patient’s detailed laboratory evaluation reveals a fasting plasma glucose of 160 mg/dL and 2-hour plasma glucose of 270 mg/dL. His physician tells him that his laboratory evaluation suggests a diagnosis of diabetes mellitus type 2. The patient, surprised by this news, asks his physician why he has developed diabetes mellitus even though no one else in his family has ever suffered from it. The physician explains to him that genetic factors play an important role in the development of diabetes mellitus, but that their interactions are complex. Apart from neonatal diabetes mellitus and maturity-onset diabetes of the young (MODY), the development of diabetes mellitus cannot be explained by a single genetic mutation. Which of the following options best explains the genetics of the form of diabetes mellitus from which this man is suffering?",[''],Polygenic inheritance,Polygenic inheritance,,0.5699234039556464,golden_104,C,C,True,False
"A 21-year-old woman presents with irregular menses, acne, and increased body hair growth. She says her average menstrual cycle lasts 36 days and states that she has heavy menstrual bleeding. She had her menarche at the age of 13 years. Her blood pressure is 125/80 mm Hg, heart rate is 79/min, respiratory rate is 14/min, and temperature is 36.7°C (98.1°F). Her body weight is 101.0 kg (222.7 lb) and height is 170 cm (5 ft 7 in). Physical examination shows papular acne on her forehead and cheeks. There are dark hairs present on her upper lip, periareolar region, linea alba, and hips, as well as darkening of the skin on the axilla and posterior neck. Which of the following endocrine abnormalities would also most likely be found in this patient?",[''],Insulin resistance,Insulin resistance,,,golden_106,A,A,True,False
"A 60-year-old man with a history of coronary artery disease and hyperlipidemia presents to his internist for a follow-up visit 3 weeks after visiting an urgent care center for symptoms of cough, fever, and difficulty breathing. He had been prescribed erythromycin in addition to his usual regimen of rosuvastatin and aspirin. With which potential side effect or interaction should the internist be most concerned?",[''],Myalgia due to decreased rosuvastatin metabolism in the presence of erythromycin,Myalgia due to decreased rosuvastatin metabolism in the presence of erythromycin,,,golden_107,B,B,True,False
"Please refer to the summary above to answer this question
Which of the following is most appropriate to confirm the diagnosis in this patient?""
""Patient information
Age: 62 years
Gender: F, self-identified
Ethnicity: unspecified
Site of care: office
History
Reason for Visit/Chief Concern: “My cough is getting worse.”
History of Present Illness:
12-month history of episodic cough and dyspnea; episodes last multiple weeks and have improved with antibiotics
cough is usually productive of large amounts of yellow sputum; in the past 2 days, it has been productive of cupfuls of yellow-green sputum
has occasionally noticed streaks of blood in the sputum
has not had fever, chills, or chest pain
Past Medical History:
type 2 diabetes mellitus
kidney transplantation 3 years ago for diabetic nephropathy
hyperlipidemia
osteoporosis
Social History:
does not smoke, drink alcohol, or use illicit drugs
Medications:
mycophenolate mofetil, prednisone, metformin, atorvastatin, alendronate
Allergies:
no known drug allergies
Physical Examination
Temp Pulse Resp. BP O2 Sat Ht Wt BMI
37.6°C
(99.7°F)
80/min 18/min 138/86 mm Hg 97%
165 cm
(5 ft 5 in)
58 kg
(128 lb)
21 kg/m2
Appearance: mildly uncomfortable, sitting on the examination table
Neck: no jugular venous distention
Pulmonary: cough productive of yellow-green sputum; mildly diminished lung sounds over all lung fields; bilateral expiratory wheezes, rhonchi, and crackles are heard
Cardiac: normal S1 and S2; no murmurs, rubs, or gallops
Abdominal: soft; nontender; a well-healed left lower abdominal scar is present at the site of kidney transplantation; normal bowel sounds
Extremities: digital clubbing; no joint erythema, edema, or warmth; dorsalis pedis and radial pulses intact
Skin: no rashes
Neurologic: alert and oriented; cranial nerves grossly intact; no focal neurologic deficits""",[''],High-resolution CT scan of the chest,High-resolution CT scan of the chest,,,golden_109,D,D,True,False
A 45-year-old male comes into the trauma bay by EMS transport with a known history of gross contamination of an unknown dry/powder chemical from a research laboratory accident. Currently his vital signs are stable but he is in obvious discomfort with diffuse skin irritation. What should be done for this patient during the primary survey?,[''],Brush off the gross amount of unknown chemical and then remove all of the patient's clothes,Brush off the gross amount of unknown chemical and then remove all of the patient's clothes,,0.6942684356227083,golden_110,C,C,True,False
"A 65-year-old man presents with painless swelling of the neck over the past week. He also has noted severe night sweats, which require a change of clothes and bed linens the next day. His medical history is significant for long-standing hypertension. He received a kidney transplant 6 years ago. His current medications include amlodipine, metoprolol, furosemide, aspirin, tacrolimus, and mycophenolate. His family history is significant for his sister, who died last year from lymphoma. A review of systems is positive for a 6-kg (13.2-lb) unintentional weight loss over the past 2 months. His vital signs include: temperature 37.8℃ (100.0℉) and blood pressure 120/75 mm Hg. On physical examination, there are multiple painless lymph nodes, averaging 2 cm in diameter, palpable in the anterior and posterior triangles of the neck bilaterally. Axillary and inguinal lymphadenopathy is palpated on the right side. Abdominal examination is significant for a spleen of 16 cm below the cost margin on percussion. Laboratory studies are significant for the following:
Hemoglobin 9 g/dL
Mean corpuscular volume 88 μm3
Leukocyte count 12,000/mm3
Platelet count 130,000/mm3
Creatinine 1.1 mg/dL
Lactate dehydrogenase (LDH) 1 000 U/L
A peripheral blood smear is unremarkable. Which of the following is the most likely diagnosis in this patient?",[''],Non-Hodgkin’s lymphoma (NHL),Non-Hodgkin’s lymphoma (NHL),,,golden_111,D,D,True,False
"A 25-year-old woman has dysuria, pyuria, increased frequency of urination, and fever of 1-day duration. She is sexually active. Urine cultures show gram-positive bacteria in clusters that are catalase-positive and coagulase-negative. The patient is started on trimethoprim-sulfamethoxazole. Which of the following characteristics is used to identify the offending organism?",[''],Resistance to novobiocin,Resistance to novobiocin,,0.6794391400716865,golden_112,D,D,True,False
"A 23-year-old man presents with severe right lower quadrant abdominal pain for the past 2 hours. He says the pain started in the periumbilical region and has now shifted to the lower right quadrant. He describes the pain as spasmodic. Past medical history is insignificant, and the patient denies any history of smoking, alcohol, or drug use. The patient’s vital signs show: pulse 88/min, respiratory rate 18/min, blood pressure 126/84 mm Hg, and temperature 38.4°C (101.0°F). On physical examination, there is severe tenderness to palpation in the right lower quadrant with rebound and guarding. The patient is rushed to the operating room for a laparoscopic appendectomy. The following preoperative laboratory tests are obtained:
Serum glucose (random) 123 mg/dL
  Serum electrolytes
Sodium 143 mEq/L
Potassium 4.7 mEq/L
Chloride 102 mEq/L
    Serum creatinine 1.7 mg/dL
Blood urea nitrogen 32 mg/dL
    Hemoglobin (Hb%) 12.5 g/dL
Mean corpuscular volume (MCV)  80 fl
Reticulocyte count 1%
Erythrocyte count 5.1 million/mm³
Leukocyte count 14,000/mm³
Neutrophils 80%
During the induction of anesthesia, isoflurane and a second compound are administered. About 25 minutes after induction, the patient develops significant muscle rigidity and his temperature increases to 40.8°C (105.4°F). The patient’s blood pressure is now 158/94 mm Hg. Which of the following was most likely the second compound administered to this patient?",[''],Succinylcholine,Succinylcholine,,,golden_113,D,D,True,False
"A 31-year-old female presents to the clinic with excessive anxiety and palpitations for a month. She also mentions losing of 2.72 kg (6 lb) of her weight over the last month. Her past medical history is insignificant. She does not smoke nor does she drink alcohol. Her temperature is 37°C (98.6°F), pulse is 81/min, respiratory rate is 23/min, and blood pressure is 129/88 mm Hg. On examination, mild exophthalmos is noted. Heart and lung examination is normal including cardiac auscultation. What is the most likely cause of her symptoms?",[''],Thyroid stimulating antibodies,Thyroid stimulating antibodies,,,golden_115,B,B,True,False
"A 75 year-old gentleman presents to the primary care physician with a 2 week history of right sided achilles tendon pain. He states that the pain has had a gradual onset and continues to worsen, now affecting the left side for the past 2 days. He denies any inciting event. Of note the patient performs self-catheterization for episodes of urinary retention and has been treated on multiple occasions for recurrent urinary tract infections. What is the most important next step in management for this patient's achilles tendon pain?",[''],Switch medication and avoid exercise,Switch medication and avoid exercise,,,golden_116,B,B,True,False
